business_segment,business_group,product_type,sales_area,total_costs,safety,class
OPG,Engineered_Solutions,Intervention,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
OPG,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,RWOCS,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Drill_Support,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Observation,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
OPG,ROV,Intervention,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,RWOCS,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Controls,RWOCS,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Drill_Support,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Drill_Support,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsNorway,Medium_Costs,Med_Risks,4_Techs
OPG,Controls,Observation,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Observation,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Controls,Observation,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Observation,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Observation,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Observation,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
